query,y_n
2017 lexis 11642,1.0
2017 Senate-Assembly Bill S351,1.0
2017 tex crim app lx 11966,1.0
2017 TNT 224-31,1.0
2017 U.S. Dist. LEXIS 12565,1.0
2017 U.S. Dist. Lexis 1372292017,1.0
2017 us dist lexis 93082;2017 us dist lexis 198846;2018 us dist lexis 68106;2018 us dist lexis 9228;2018 us dist lexis 35457;2018 us dist lexis 56738;2017 Ohio 8951;2017 us dist lexis 121540;2017 Ohio Misc. lexis 1326_Attachment1;2017 Ohio Misc. lexis 2746_Attachment1,0.0
2017 WL 1228553,1.0
2017 WL 8809714,1.0
2017 wl 8809714,1.0
2017-2018 supreme court term,1.0
201759 No. 3 DRI For Def. 42,0.0
2017-85109,0.0
20-18,1.0
2018 BIA LEXIS 26,1.0
2018 CAF 133,1.0
2018 Cal. LEXIS 3152 (Cal. Apr. 30,1.0
2018 cal. wrk. comp. p.d. 145,1.0
2018 djdar 4520,1.0
2018 FL statutes chapter 458,1.0
2018 il 121939,1.0
2018 S. 1142 school safety,1.0
2018 Slip Op 05206 (July 11,1.0
2018 Tex. App. LEXIS 6554,1.0
2018 U.S. Dist. LEXIS 12757,1.0
2018 U.S. Dist. LEXIS 71103,1.0
2018 WL 1441373,1.0
2018 WL 1532849,1.0
2018 WL 1806584,1.0
2018 WL 264607,1.0
2018 WL 3130680,1.0
2018 WL 3911200,1.0
20182502F,0.0
2018-NMCA-043,0.0
2018-Ohio-3146,0.0
2019!,1.0
2019.210!,0.0
202 u.s. dist. lexis 134824,1.0
20-2-671,0.0
203 g,1.0
"2030.300(c) ""excess of 45 days""",0.0
20-351.3,
204 Pa. Code § 303.4(c). More like this Headnote,1.0
20-49.10,0.0
205-e,
206.623 M.C.L.,1.0
207 cal app3th 504,1.0
"208 Cal.App.d"" 584",1.0
208-620-567,0.0
20-99.1:1,0.0
209-a,
21 Cal.3d at pp. 317,
21 CFR 1.106 federal register,
21 Hast. Const. L. Q. 15,
21 HASTINGS CONST. L.Q. 15,
21 NYCRR Pt. 2190,
21 usc 321(m),
21 usc 841,1.0
21 va. l. rev. 763,
2103 us dist lexis 191386,1.0
2104 Ark. 524,1.0
211.7o,0.0
2113.55ORC,0.0
2-121,0.0
21-2-132,
21-264,1.0
213.111 front pay,1.0
21-32-17,0.0
21-3-22,
2-1401,0.0
2-1401 expungement,1.0
216-RICR-10-10-5,0.0
217 Chrystie Street,1.0
217 Wis.3d 231,1.0
2-177,0.0
21a-246,
22 § 1505,
22 cal legal forms - transaction guide 57.220,
22 nycrr 670.8(e),
22050(e),1.0
221(g),1.0
2-218.31,0.0
22-18-118,0.0
222 nycrr 207,1.0
22-2-108,
"223 Mich. App. 141 ""hire",1.0
22-4502,1.0
225 eastern parkway v. mitchell,1.0
2255 + sentencing guidelines + not cognizable,1.0
2258 R-A correction officer,
2-26 NY Practice Guide: Probate & Estate Admin,1.0
22A:1-4,0.0
22a-465(c),1.0
22-B DC ADC § 600,
23 Cal.App.5th 1140,
23 Cal.Jur.3d,
23 custody shared,
23 Texas Transaction Guide--Legal Forms § 101.20 (2018),
23(b)(1)(A),
23. V.S.A. §1082,
23.95.450,0.0
2305.113 Medical malpractice actions,1.0
2309(c),1.0
231 pa code 1033,1.0
23-1044,0.0
23-1-44,1.0
23-1-49,
23152 refusal,1.0
23-18-11-11,1.0
232 LPR 2000,1.0
23-2-58,
23-38.81,0.0
23-5-1 indiana,1.0
236 Cal. Rptr. 3d 61,1.0
23-603,1.0
237(a)(1)(h) waiver stack,1.0
24 rcny 131.15,
24:21-27,0.0
240.30(1)(a),1.0
240.40 (2),1.0
241(6) crane not available,1.0
241,1.0
24-10-1006,0.0
24-105-301,0.0
24-1-105,1.0
2-412,0.0
24-13-25,1.0
24-14-1,1.0
24-3-,1.0
243 Ariz 175,1.0
243(e)(1),1.0
24-4-404 trial preponderance field test drugs,1.0
24-4-411,
245(a)(1),1.0
24-6-612,0.0
24-6-614,0.0
24C11002766,0.0
25 A workers compensation law,1.0
25 A.L.R. 5th 391,
25 interrogatories sub-parts definition,
25%25 Omission of Income,1.0
25:2-27,0.0
250 F.3d 668,1.0
2-5-101,0.0
25106(a)(3),1.0
252.225-7004,1.0
2524.2(b),1.0
253(a),1.0
254.002c,0.0
257.625 prior conviction enhance,1.0
26 TEx. L. REv. 150,
26 U.S.C.A. § 42 (h)(6)(E)(ii),
26(d),
26.1-39-24,0.0
26.41 Breach of Contracts.,1.0
260-262 st james investors v ford,
2-610,0.0
26-1-2,1.0
26-13-122.7,0.0
2-615 consumer fraud,1.0
2-619 material fact,
2632.19(b)(1),0.0
2-648,0.0
265.02(1),1.0
26-5.2,
26usc482,0.0
27 A.L.R.7th Art. 2,
27 I&N Dec. 347,
27 S.C. Jur. Medical & Health Professionals § 10,
27 S.C. Jur. Medical & Health Professionals § 46.,
27.01.03,0.0
"2705.02 ""command of a court""",1.0
271(a) sale location downstream,1.0
271(a) sale patent infringement foreseeable,1.0
27-1-308,1.0
27-1-308(4),1.0
27-14-1705,0.0
27-14-212,0.0
27-19-401,0.0
272 s. 99(E)(3),1.0
27-2005,
2-725,0.0
2744(B)(1),1.0
274a.2(b)(1)(vii)(7),1.0
27-7-5-2,1.0
278 Ga. at 456 r 12(b),1.0
28 Cal.5th 1684,
28 Fiduc. Rep . 135,
28 Ops. Cal. Atty. Gen. 70,
28 U.S.C. §1870 appeal,
28 usc 1608 foreign service,1.0
28 usc 2201,1.0
28 USC 455,1.0
28 USCS § 1332,
28. Pa. Code Section 611.55,
28:151,0.0
2800 evasion,1.0
2802 cell phone driver,1.0
280g,1.0
282 Cal. Rptr. 96,1.0
282 U.S. 687,1.0
282(b)(3),1.0
28-2-450,
282-64-3676,0.0
28-3-202,
286.011(8),0.0
28-65-101,0.0
287.250.6 R.S.Mo.,0.0
28-751,1.0
288(b)(1),1.0
28-901,1.0
28-924,1.0
28A.152,1.0
28A-15-4,
29 C.F.R. §§ 825.104-825.109,1.0
29 CFR 541.602,1.0
29 Misc 3d 1208(A),
29 U.S.C. § 1056(d)(3)(H) QDRO complaint,
29 U.S.C. § 701,1.0
290 ad3d 627,1.0
2903.13 penaties,1.0
2909.01(C)(4),0.0
"2919.25(F)(2) ""roommates""",0.0
2923.161(A)(2),0.0
2929.19(B)(3)!,0.0
29-3-320 one-half,1.0
29-34-202,0.0
29-38,1.0
29-3-8-1,1.0
29-5-308,1.0
2A. Mass. Gen. L. § 2B,
2A:18-53,0.0
2A:18-61.2,0.0
2a:23b-17,0.0
2A:24-7,0.0
2A:35A-2,0.0
2b1.4,0.0
2c: 15-1,
2C:11-3,0.0
2C:12-13,0.0
2c:21-25,0.0
2c:24-4b,0.0
2C:29-2,0.0
2C:33-15,0.0
2C:35-24,0.0
2C:36,0.0
2C:39-12,0.0
2C:39-5b,0.0
2C:39-7,0.0
2C:43-6.4,0.0
2C:43-6.4(c),0.0
2c:52-1,0.0
2G2.2(b)(5) pattern of activity no charges unreported,0.0
2k2.1 (b)(6)(B),0.0
2k2.1 b(6)(b),0.0
2nd chance probation,1.0
3 Cal. Proc. (5th),1.0
3 CCR 702 Reg. 4-4-1 s 19,1.0
3 Utah L. Rev. 717,1.0
3. TCL Communication Technology Holdings,1.0
3.156(b),1.0
3.2-6400,0.0
3.29 Withdrawal of Attorney From Representation.,1.0
3:06-CV-1804,0.0
3:11-cv-03146-B,0.0
3:15cv3226. Neuroth Et Al V. Mendocino County Et Al,
3:16cv06789,0.0
3:16-cv-601,0.0
3:17-cv-01210,0.0
3:18cv8188,0.0
3:22-10,0.0
3:4A(b)(3),0.0
30 ALR 4th 1111,
30 perb p 4535,
30 USCS 932(f) written diagnosis,
30(b)(1) notice counts towards ten deposition limit,
30(b)(7) deposition,1.0
30.30 singer,1.0
300.520e,0.0
301.6109-1(a)(2),1.0
30-1-1,1.0
3015(b),1.0
30-16-3,1.0
30-18-1.2,1.0
302(13)(g),1.0
30-3-16,1.0
305(a) beer,1.0
30-5-1-1,1.0
30-5-59,
307.86(B)(1),0.0
31 J. App. Prac. & Process 231,
31 Misc.3d 150(A),
31 Pub. Cont. L.J. 1 (2001),
31.08.15.06B(1)(a,0.0
31.10.17.03,0.0
31.13 Mortality Tables as Evidence of Damages%2014Wrongful Death Case,1.0
310 F.Supp.3d 1030,1.0
3101(e),1.0
311 F. Supp. 3d 441,1.0
31-116,1.0
31-128f,
31-14,1.0
31-14-13-6.1,0.0
31-16-6-6,1.0
3119.05(D),0.0
312-292-5345,0.0
31-2405,0.0
31-279-10,0.0
3132XXNS4,0.0
31-37-13-2,0.0
31-51-106,0.0
316.074 (2),0.0
316.1934 breath time of driving,0.0
32 Cal,1.0
32 I.L.M. 1593,
32.1-314,1.0
3203(a),1.0
32-1004,1.0
3211 (7) dismiss without prejudice leave to replead,1.0
3211 dismissal consider exhibits to complaint,1.0
3211 dismissal standard allegation of fact,1.0
3211(a)(3),1.0
3211(a)(8),1.0
321A.8,
322.03(1),0.0
3221 (a),1.0
32-29-7-3,1.0
322B.945,0.0
32-43-5-8,1.0
32c-1-101,
32c-1-104,
33 Emory bankr. Devs. j. 91,
33 U.S. Code § 1365 - Citizen suits sip,
33 U.S.C. § 1342(b)(1)(B),
33(d),
33.1-46.2,1.0
3-311,0.0
33-18,1.0
33-24-41.1,0.0
33-24-56.4,0.0
33-24-9,1.0
33-30-1,
336.9-506,0.0
33-6-32,
337 NRLB 796,1.0
337-ta-944,0.0
34 CFR §361.22 (b) (2)Transition planning,
3-402,0.0
3-402(b),0.0
"340B ""Medicaid rebate""",1.0
34-10-1,1.0
34-1-115,
34-13-7-1,1.0
34-26-2,1.0
34-55-1-2,1.0
34-7-20,1.0
34-8-256,0.0
35 alr 893,1.0
35 C.4th 503,
35 Misc. 3d 1231,
35 P.3d 387,
35 pa const stat ann 10225.502,
35-33-5-2,
35-38-2.5-5,1.0
35-42-4-1,
35-42-4-14,0.0
35-42-4-3,1.0
35-42-4-4,1.0
35-43-1-2,
35-43-5-2,
35-48-4-6,1.0
35-49-3-3,1.0
35-49-3-4,1.0
359 nlrb 93,1.0
36 § 3639,
36 FPC 790,
36 J. Law & Econ. 757,
3-609 Federal Rules of Evidence Manual § 609.03,1.0
362 possessory interest,1.0
362 us 257 substantial basis,1.0
362(k) good faith argument under the law,1.0
36-4-6-21,1.0
36-5-221,
36-6-203,
3663A,1.0
368 (c),1.0
36-98.1,
37 A.L.R.6th § 511,
37 Fordham Urban L. J. 7; 1976 U.S.C.C.A.N. 5908; 460 F.3d 1253; 896 F.2d 403; 640 F.3d 1087; 224 F.3d 1014; 904 F.2d 1379; 534 F.3d 1114; 92 Haw. 432; 231 F.3d 572; 483 U.S. at 748,0.0
37(c),
37(e),
37.40.1001,0.0
3-711,0.0
372005CA001913A00100,0.0
37-3-405,1.0
379 P.3 1033,1.0
379.010.2 R.S. Mo,0.0
37-92-305(4),0.0
38 111. Adm. Code 190.165,
38 3d 1148,
38 C.F.R. 4.115,1.0
38 cfr garnishment,1.0
38.2-3407.10,0.0
38-203,
38-2-3 utah,1.0
38-26-101,0.0
38-3-1,
38-33.3-101,0.0
384 nc 474,1.0
38-71-675,0.0
389 Ill. App. 897,1.0
38a-976,
39 D.&C. 4th,
39.14 insufficient notice witness,1.0
39.407(14),1.0
39:3-10.18,0.0
39:3-29,0.0
39:6A-8,0.0
3905A Physical Pain,1.0
39-13-501,0.0
39-17-301,0.0
39-17-431,0.0
39-3-1.1,1.0
396a2,0.0
39-71-713,0.0
3A.04,0.0
3a;17-cv-00536-PK,0.0
3B1.1,0.0
3cLogic,0.0
3d,
3rd,
3rd party defendant entitled to bill of particulars,
4 Nimmer on Copyright (Matthew Bender),
4 Ohio Jury Instructions (2002),
4 Witkin and Epstein,
4(a)(2),0.0
4. Buchman v. State,1.0
4.1-302,0.0
4.2 ex parte contact former managerial,1.0
4:1(b)(4),0.0
4:14-cr-00044-DGK-1,1.0
4:16-CR-0466-JAR,0.0
4:16cv904. Hannibal Et Al V. Trw Vehicle Safety Systems Inc,
4:29-2,0.0
4:34-1,0.0
4:37-1,0.0
4:46-6,0.0
4:7-5(c),0.0
4:9-1,0.0
4:93cv4232,
40 CFR 22 service,1.0
4001(a)(3) relief stay fourteen days,1.0
4002017CR 732186,0.0
401(k) audit report,1.0
401.002(b),0.0
401a,1.0
401k,0.0
401k beneficiary,0.0
40-2-20,
40-2-8,
40-3-15,1.0
40-33-5,
40-39-211,0.0
404(b) arrested,1.0
404(b) in capital cases,1.0
40-4-7,
404b address,1.0
405(c)(4)(A) conclusive evidence employment was in year,1.0
40-5-33,
40-5-64,
40-6-184,
407 Evidencia,1.0
40-7-103,1.0
40-7-118,
409.1,1.0
40A:14-155,0.0
40E-1.6107,0.0
41 cfr insurance liability to third persons,
41 U Colo L Rev 135 Roy,1.0
41 Wash. L. Rev. 559,
410-1-7-.04,1.0
411.31(2),1.0
41-16-54,1.0
41-1927,0.0
412 consent,1.0
412 specific instances of similar sexual behavior,1.0
412011CA000374,0.0
41-2223,
4123.59!,0.0
41-29-153,0.0
41-29-181,0.0
415 us 164 dorm room,1.0
415:6-i,0.0
41-5-206(3),
415-A:4,0.0
41-6a-1508,0.0
41-6a-304,
41-83-1,
42 conn law review 435,
42 Mitchell Hamline L. Rev. 897,
42 MLC 125,
42 PA Cons Stat § 8351 (2014),
42 PCSA 8542,
42 U.S.C. § 1983,1.0
42 U.S.C. § 9619,1.0
42 u.s.c. 1983,1.0
42 usc 1981,1.0
42 usc 1983 tcpa,
42 USC 1985 defenses,
42 usc 2000,1.0
42 usc 7604 (d),
42 USCS § 2000e-2,
42 vams mortality tables,
42.12 Sec. 21,1.0
42.56!,1.0
42-10-101,
42-10-19,0.0
42-260,
42-2-701,1.0
42-8-66,1.0
42A.107,
43 Am. Jr. 2d Insurance § 296,
43 N.C.A.G. 79 (1973),
43-34-31,0.0
43-4,
43-7,1.0
43-71,1.0
437c(h),
437c(n)(1),
44 rcny 3,
440.09(3),0.0
440.10 actual innocence,1.0
440.13(3)(c),1.0
44-10-3,1.0
441-312,
44-2-15,
44-7-13,
45(d)(3)(iv),
45.100 Petition for Declaratory Judgment%2014General Form,1.0
45:1-7.5,0.0
4-506,0.0
45-1856,0.0
45-3-104,
45a-655,
46 Op. Or. Att'y Gen. 221 (1989),
46 S. Ct. J. 553,
46 U.C.S. §31301,
46 U.C.S. 31301,
46.021 standing,0.0
46.2-1066,0.0
46.2-384,1.0
46.2-436,1.0
46.2-874,1.0
46.2-878,1.0
46.2-901,1.0
46.2-914,0.0
46.2-921,1.0
46.2-947,1.0
46:lx.503,0.0
461 mich 109,1.0
46-12-211,0.0
46-30-202,0.0
46-3-7,1.0
46b-37,1.0
47 Am. jur. 2d 945 (1995),
47 n.j.r. 2531,
47 pa cs 104 (c),
"47 usc ""open video system""",1.0
47-275,
47-813,
47-9-609,1.0
48 A.L.R. 746,1.0
48.110.075,0.0
48.18.290,0.0
48.43.600,0.0
48-249-101,0.0
48-5-311,
49 njr 3849,
49 stanford law review 853,
49-6-7003,0.0
496d,0.0
4980-17,0.0
49D04-1310-PL-037097,0.0
4A applies to ACH debit,
4a-1007,0.0
4L-3.0191,0.0
4th circuit 15-4640,
5 California Points & Authorities § 52.141 (2018),1.0
5 cfr part 752 chapter 751 discipline,1.0
5 USC 522,1.0
5. Fla. R. Civ. P. 1.110(f),1.0
5.%09NYC Administrative Code 16-123,
5.24 Federal and State FDCPAs Restrict Time,1.0
5:98cv226,0.0
50 am.jur. statutes,1.0
50 state surveys,1.0
50 USC 797 arrested,1.0
5003-a,1.0
501(c)(3) formation,1.0
501(m)(1),1.0
50-13.4,
5015 (a) (1) timely,1.0
502(e)(1)(B),1.0
502(e)(1)(b),1.0
503(d),1.0
506(c) and sufficient funds to pay both the expenses and secured claimant,1.0
50-6-207(1)(E),1.0
509.050.2,0.0
50cc,0.0
50-h condition precedent,1.0
51 Cal.App.4th 1151,
51.001 labor code,1.0
5104 (d),1.0
5104(a) notification,1.0
5122-26,0.0
5-1505,0.0
5-1505 special proceeding,1.0
516A.3,
51-7-80,
5-18-113,0.0
52 A.L.R. 143,1.0
521(a,1.0
52-132,1.0
52-260,
523(a)(3)(B),1.0
5-2-328,0.0
526(b)(5),1.0
527.6(i),1.0
53 American Jurisprudence,1.0
530 SW 162,1.0
530.5(d)(2),1.0
5-302,1.0
53-12-261,0.0
53-12-280,0.0
5316 release May 2,1.0
538.227.7,0.0
53a-134 (a) (2,1.0
54 C.J.S. Limitations of Actions § 329,
54. F. Supp. 3d 629,
54.1-1100,0.0
5-409(J),1.0
541(d) bankruptcy surety bank,1.0
54-16-82,0.0
5-4-501,0.0
5-4-703,0.0
549(b) transfer to senior lien (creditor holder),1.0
55(b)(2),
5-504 beneficiary creditors,
55-10-616,0.0
55-14-30,0.0
55-17-2,
5-518b,0.0
552(b),1.0
552.238-82,0.0
55-70.1,
55-7-13,1.0
559.72 (9),0.0
56.1 failure cite particular parts record,1.0
5-64-422,0.0
5-64-424,0.0
5-64-436,0.0
56-7-1206,0.0
57 Op.Atty.Gen. 583,
57.105 attorneys fees,1.0
57.105(1),1.0
57.105(4),1.0
57.72(d)(1)(v) and de minimus,0.0
5-71-212,0.0
57-12-21,0.0
5-73-120,0.0
57-3-224,1.0
58.1-102,
58.1-1729,0.0
58.1-3233,0.0
582.043(6)(a),0.0
58-33-26,0.0
58-36-30,0.0
585(d) prima facie default judgment declaration,1.0
58-67-10,0.0
587 br 1,1.0
58-9-3,1.0
58-9-610,1.0
59 B.U.L.Rev. 811,
59 PRR 455,
59-21-580,0.0
59-2239.,0.0
598 f sup 2nd 1070,1.0
598 of the Civil Practice Act,1.0
59fld6999489,0.0
5G DCRR § 2501,1.0
5th amendment administrative proceedings presumption,
5th amendment assertion burden of proof sheild workers compensation,
5th circuit,
6 Fla. Supp. 2d 69,
6 NYCCR 616.7(c)(2),
6 Tenn. Juris. CONSPIRACY § 8 (2018),
6.140 (2016),1.0
6.2-1900,0.0
6.2-301,0.0
6.2-606,0.0
6.50 * VICARIOUS LIABILITY (EMPLOYER AND EMPLOYEE SUED--RELATIONSHIP AND AUTHORITY NOT IN DISPUTE),1.0
6:11-cv-1145-Orl-31GJK,0.0
60 t3d 1014,
60(b) on the merits,
60.2-625,
60-234 waiver of objections,
60-2409,0.0
60-259(A),
60-304,1.0
6033(g),1.0
60-3320,1.0
60361 tax,1.0
60-4-110,1.0
607\,1.0
609 404(b),1.0
60A-4-401,
61 F sup 2nd 407,
61.13001 strictly construed,0.0
6-1-105,0.0
61-3-12,
61-3-27,
61-6-301,
61-8-346,
61-8-714,0.0
61-8A-1,
61-8b-1,
61A.70,1.0
62 B.R. 788 United States Bankruptcy Court,1.0
62 cal comp 1703,
623 nysd 524,1.0
6-2-314,0.0
627.737(2),0.0
62-7-304,
629 -32 NJ SUPERIOR COURT 264 NJ SUPERIOR COURT MICHAELS,1.0
6-29-810,0.0
63 N.Y.2d 878; 306 A.D.2d 9; 131 A.D.3d 1209; 69 A.D.3d 804; 181 A.D.2d 618; 145 A.D.2d 388; 2010 NY Slip Op 31342(U); 102 A.D.3d 838; 90 A.D.2d 118 ; 13 A.D.3d 111 ; 38 A.D.3d 723 ; 2015 NY Slip Op 31585(11); 143 A.D.3d 501; 65 A.D.2d 769 ; 48 N.Y.2d 693; 38 Misc. 3d 325 ; 2011 NY Slip Op 33892(U) ; 86 A.D.2d 407; 85 A.D.3d 986; 12 A.D.2d 854; 12 N.Y.2d 42; 63 A.D.3d 1125 ; 124 N.Y. 175; 145 A.D.2d 549; 158 Misc. 32,0.0
63 Or LUBA 162,
63.2-1242.1,
63-17-151,0.0
63-30-12,0.0
6351 disposition,1.0
63g-3-305,1.0
64.1-57,
64.2-116,
6-403,0.0
64-18-10,0.0
644 sw2 144,1.0
646-ne2d 673,1.0
653m,0.0
654 lift stayed count impose sentence,1.0
655 So. at 94,1.0
656.17(i)(1),1.0
65c-22,
66 calapp 4th 238,
66 MASS. L. REV. 23,
66-190,
66-5-39.1,
667.5 pc,
66-7-105,1.0
67 § 4.A.,
670.10-b,1.0
672 nysd 870,1.0
67-5-2501,0.0
67-5-2504,0.0
68 OLR 1005 (1989),
68096.1 domestic violence,0.0
689C.194,0.0
69 ind l s 659,
690-149.003,0.0
7 Habits of the Client-Focused Lawyer,
7 J. AFFORDABLE HOUSING & COMMUNITY DEV. L. 164,
7 mflu supp 86,
7:10-cr-00135-BO-1,0.0
7:6-2(a) (1),0.0
70 nat'l tax j. 621,
700 SW Jackson,1.0
700.677-026,0.0
701 lay witness opinion paramedic intoxication,1.0
702 C.D. 2017,1.0
702 hearing,1.0
704.17(2)(a),1.0
706 expert,1.0
706(D),1.0
708.11A,0.0
708-307-2937,0.0
70A.20,1.0
70a-9a516(h)(3),
71 Cal.App.4th,
71.72 RCW,1.0
710:65-1-2,0.0
714. A.2d 1230,1.0
715.07(4),0.0
718.111 definition of medical records,1.0
72(t),
720 turnover percent,1.0
7203 failure to keep records,1.0
722-c,1.0
72-3216,0.0
72-3-816,
727.108(11),0.0
733.301(1)(a)2,0.0
735 ILCS 2-619,1.0
73-9-61,1.0
744.301(2) Fl. Stat.,1.0
75 mental health issues,
75 Pa. Cons. Stat. Ann. Ann 1702,
75%25,
750 ILCS 605 sole decision making medical,1.0
75-17-1,1.0
75-6-104,1.0
75-71-413,0.0
76 Op. Atty. Gen. 204,
7602 criminal history,1.0
76-5-112.5,
766 Pd 1298,1.0
766.104(2),1.0
76-6-107,1.0
77-4310,0.0
778 ILL 220,1.0
778.210 overtime,1.0
78-118,
784.048 + sexually transmitted,0.0
78B-6-109,1.0
78B-6-802(1)(a),1.0
78m(d),
78m(g),
78n(e),1.0
79 AL.R.4th 12,
79 Fed. Reg. at 52,
791.041 & 1990,
79-1437e,0.0
79-14-405,0.0
79200823 76713458,0.0
79-3185,0.0
7A-102(A)(1),0.0
7a-314,0.0
7B-101(1)(b),0.0
7th circuit,
8 ccr 11140 work order 14,
8 CRR-NY 80-5.4,
8 florida,1.0
8 N.Y.Prac.,
8 PERB 3056,
8(2)(A)(i),0.0
8.01-15.1,0.0
8.01-246,0.0
8.01-401.2,0.0
8.01-412.8,0.0
8.01-418,0.0
8.01-465.13,0.0
8.01-50,0.0
8.01-631,0.0
8.01-66.1:1,0.0
8.01-99,0.0
8.1115 cannot cite unpublished,0.0
8.12.200(2),0.0
8.9A-203,0.0
8: 42C-3.1,
8:10-cv-01061-JSM-TGW,0.0
8:43J,0.0
80 Ill. App. 3d 981,
80 USC 80a,1.0
800 sw sw2d 838,1.0
801(d)(1)(a),1.0
801(d)(2),1.0
801.1(b),1.0
802.06(2)(a)(10) action pending in tribal court,1.0
803(25),1.0
803(8)(b)(iii),1.0
803.05 necessary party,0.0
804 mass code regs 3.02 can employer ask about alternative disposition,1.0
804 unavailable,1.0
804(b)(5),1.0
804.01(2)am,0.0
805 ILCS 180,1.0
80A.15,
81 Fed. Reg. at 47,
81(c)(2)(A),
81.02 MHL,1.0
8-104,0.0
8-107(15)(a),1.0
812 F.3d,1.0
812-11986,0.0
814 NE. 2b 14,
8-1401,0.0
815 ILCS 505,1.0
815 p.2 857,1.0
820 NW2d 748 North Dakota,1.0
8-211,0.0
824 F.3d 1161,1.0
82-699,0.0
83-0505,0.0
8-320,0.0
8-3-202,0.0
836 S.W. 2d 833,1.0
836 S.W.2d 833,1.0
836-052-0900,0.0
85 msrp 105,
85-5-7,
862 N.E.2d 708,1.0
87717526 87239123 87121697 86853706 86734042 86661267 86576101 86377770 86343429 86217724 86188983 86052691 85940139 85824364 85693702 85090081 78134036 77983342 77899539 77690475 77424516 77208690 76421725 76120292 75697635 75000851,0.0
88 Ill. B. J. 592,
88 ops atty gen 203,
88 YALE L.J. 1062,
880 ill. app. 3rd 888,1.0
88070976 87956190 87806197 87724531 87671605 87646418 87377797 87304591 86705383 86656470 86481978 86461037 86351425 86276566 86241577 86094606 86044412 85562439 85129343 78207603 78207595 78207579 78207575 77899226 76307055 76013568 75906253,0.0
884 sw3 151,1.0
89-12-14,0.0
892 F.3de 1358,
893.03(1)(c)(190)(a),0.0
897 F.3d 66,1.0
9 J Marshall LJ 1 (2015-2016),
9 U.S.F.,
9.030(b)(2)(A),0.0
9.210(b)(3),1.0
9.405-1(b)(3),1.0
9.41.040,0.0
9.5-201,0.0
90.803(18),1.0
90.803(23),1.0
901 Evidence,1.0
901.151(2),
902(6),1.0
90-CR R16:50,1.0
9-101,1.0
9-11-12(b),0.0
9-11-4.1,0.0
9-11-7.1,0.0
916.115 attorney right to be present during evaluation,0.0
91-7-21,
91-7-53,
9-18.1-4-4,0.0
92 HARV. L. REV. 353,
921.1401 specific findings,0.0
922.687-058,0.0
924(c) stacking,1.0
9-25-4-8,0.0
9-26-102,0.0
92F-13,
93 f3d cl 144,
93 Ohio3d 480,
93.002(e),0.0
93.002a,0.0
93-02-013,0.0
9-30-6-9 pending,1.0
9-33-2-1,0.0
935 CMR 500,1.0
947-949 First Ave. LLC v JIPA,1.0
94L3574,0.0
95.031(2),
95.11(3)(c),1.0
95.11(c),1.0
95-0889,0.0
95-3-0076,0.0
96 Op. Atty. Gen. 89,
96-466,1.0
9711 sentencing,
9792.9.1,0.0
9793(h),
9795.3(a)(7),0.0
9-804,0.0
99 FEOR 3267,
99-25,1.0
999 md 2002 COMMONWEALTH COURT,1.0
A.B. 1930,0.0
A.R. S. 1425,0.0
A146214,0.0
A151369,0.0
A15A0764,0.0
A18A0656,0.0
A4556,0.0
AB-167 (Sub-No. 1107X),1.0
ABA Code of professional responsibility 2.11,1.0
ABA Formal Opinion 92-368,1.0
Act 1995,
ACT 45 STATE INSURANCE FUND,1.0
Acts 2005,1.0
ADJ7469888,0.0
ADMINISTRATIVE RULE 9,1.0
Adoption of Zachariah K. (1992) 6 Cal. App. 4th 1025,1.0
AG No. 93-195,
Alabama Act 2013-283,1.0
Alan M. Ahart,
Alaska Stat. §§ 13.12.535 (2010),1.0
Albin v. Lvmh Moet Louis Vuitton,0.0
Alcantara v. Hespe,0.0
Aldridge 35 cal 4th,1.0
Alev Medical Supply,1.0
ALL SHIPMENTS OF GAMBLING DEVICES,
Aloe Vera of America,1.0
Alvarez v. United States,1.0
Amber Mullins,1.0
American Home Mortgage Investment Trust 2007-SD1,1.0
American Institute Cargo Clauses 32 B-10 (September 1st,1.0
AMERICIUM-241,1.0
An Institutionalization Effect: The Impact of Mental Hospitalization and Imprisonment on Homicide in the United States,0.0
AND ATL5(Barro),
Appeal No. 114,1.0
Appellant must bring Rule 59 motion for new trial,1.0
Applying Federal Court of Appeals%2019 Precedent: Contrasting Approaches to Applying Court of Appeals%2019 Federal Law Holdings and Erie State Law Predictions,0.0
AR ST s 27-19-713,1.0
Arista Networks,0.0
Arizona Revised Statute Section 13-907,1.0
Arizona revised statute title 28 chapter 10,1.0
Arizona rule 15,1.0
Arizona v. California 373 U.S,1.0
Arroyo v. United States,1.0
Article 966 of the La CCPr,1.0
Article: Calling All Debtors,1.0
ARTICLE: Motions to Dismiss Under Texas Rule 91a: Practice,1.0
ASA §66-3611,1.0
ASBCA 57490,1.0
ASBCA No. 20998,1.0
Assault2nd 13a-621,0.0
Assembly Bill 2766,1.0
Attempt to manufacture methamphetamine Arkansas conviction and 4B1.1,
Attorney fees charged in a Chapter 13 Bankruptcy must be reasonable,1.0
Attorney fees motion to quash 3rd party subpoena,1.0
Auto-Owners Ins. Co. v. Summit Park Townhome Ass%2019n,
B-251102,0.0
B-256363,0.0
B266820,0.0
B281335,0.0
B283846,0.0
B284236,0.0
B-289863.4,0.0
B-292237,0.0
B-310716,0.0
B-310828.2,0.0
B-311344,0.0
B-400422,0.0
B-400760.4,0.0
B-411284,0.0
B-414519,0.0
B-414648.2,0.0
